original_id,pdf_page_start,pdf_page_end,decision,review_reason,study_card,prior_review_decision,related_objectives,technical_sources
C040,137,138,retained,"Scenario retained. Check vendor hardware requirements and diagnostic logs for workload-triggered faults. VRAM is Video Random Access Memory used by graphics hardware. More of one resource helps only when it addresses the workload. A CPU family label, clock speed or GPU memory size alone cannot rank whole systems reliably.",C040,keep,"3.5, 5.1",https://www.intel.com/content/www/us/en/gaming/resources/what-is-bottlenecking-my-pc.html; https://www.intel.com/content/www/us/en/products/docs/processors/cpu-vs-gpu.html
C041,138,138,retained,"Scenario retained. After relocation verify power, input source, signal cables and source output. The display can have power while receiving no usable signal. Test with a known-good cable or source to narrow the fault. A no-signal message alone does not prove a failed GPU.",C041,merge,"3.1, 5.3",https://www.dell.com/support/kbdoc/en-tw/000132110/how-to-troubleshoot-a-dell-desktop-monitor?lang=en
C042,138,138,retained,Adapted and corrected. Host-only mode fits this description. Additional guest adapters or custom host routing can defeat the intended isolation.,C042,keep,4.1,https://docs.oracle.com/en/virtualization/virtualbox/7.1/user/networkingdetails.html
C043,138,139,retained,Adapted and corrected. The adapter converts the interface. A plain USB-C cable cannot convert RS-232 signaling by itself.,C043,rewrite,"3.2, 2.8",https://www.cisco.com/c/en/us/support/docs/routers/7000-series-routers/12223-14.html
C044,139,139,retained,"Adapted and corrected. Desktop virtualization can supply the required guest. Confirm licensing, hardware dependencies and security controls.",C044,merge,4.1,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/overview; https://docs.oracle.com/en/virtualization/virtualbox/7.1/user/Introduction.html
C045,139,140,retained,"Scenario retained. Backup, clone with compatible tool, replace drive and verify boot/data; preserve original until validated.",C045,keep,3.4,https://www.kingston.com/en/blog/personal-storage/use-your-old-ssd-as-external-storage
C046,140,140,retained,Adapted and corrected. The driver must produce a language the printer understands. A working internal page helps isolate the PC-to-printer rendering path.,C046,merge,"3.7, 5.6",https://support.hp.com/ca-en/document/c03265802
C047,140,140,retained,Adapted and corrected. The diagnostic failure identifies the PSU. A working outlet alone would not rule out a motherboard or switch problem.,C047,rewrite,5.1,https://www.dell.com/support/kbdoc/en-us/000125609/resolve-no-power-no-post-no-boot-or-no-video-issues-with-your-dell-computer
C048,140,141,retained,Adapted and corrected. A tone generator and probe help trace a cable. Use a model and procedure appropriate for the cable and whether the circuit is active.,C048,merge,2.8,https://www.flukenetworks.com/datacom-cabling/copper-testing/IntelliTone-Pro-Toner-and-Probe
C049,141,141,retained,Adapted and corrected. Use the operating system's actual location controls. Visibility of satellite signals and the surrounding environment also affect accuracy.,C049,rewrite,1.3,https://www.gps.gov/space-segment
C050,141,141,removed,Eight slots do not prove channel topology; motherboard/CPU support absent.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C051,141,142,exact duplicate,Exact duplicate (ignoring punctuation/formatting) of B195.,B195,merge,"2.3, 2.4",https://learn.microsoft.com/en-us/windows-server/networking/dns/dns-overview; https://learn.microsoft.com/en-us/windows-server/networking/dns/dns-architecture
C052,142,142,retained,Scenario retained. Check supported CPU virtualization enabled in UEFI/BIOS; VT-x/AMD-V differs from multithreading. The exact label varies. Intel VT-d concerns directed I/O and is not the same switch as VT-x. Confirm the CPU and hypervisor requirements before changing settings.,C052,keep,"4.1, 3.5",https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/host-hardware-requirements
C053,142,142,retained,Scenario retained. ADF handles multi-page originals; verify capacity and duplex scanning support. It handles input pages. It is not the same as a printer's output duplexer. Check whether the particular ADF supports scanning both sides.,C053,merge,3.7,https://support.hp.com/us-en/document/ish_2056394-2056383-16
C054,142,143,retained,"Adapted and corrected. A cellular modem/card provides mobile data. GPS supplies positioning, and a Wi-Fi extender cannot create missing upstream internet.",C054,keep,1.3,https://support.apple.com/en-us/111785
C055,143,143,retained,"Adapted and corrected. Take the printer out of service, disconnect power as directed and let the hot fuser cool before inspecting the jam. Do not touch hot components.",C055,merge,3.8,https://h10032.www1.hp.com/ctg/Manual/c05786470.pdf
C056,143,143,retained,Scenario retained. Adjust guest allocation in hypervisor within host capacity; dynamic/hot-add support varies. Allocate resources for the actual workloads. Several guests can compete for the same physical hardware. More GHz or a larger SSD alone cannot prove a machine is the best VM host.,C056,keep,4.1,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/host-hardware-requirements
C057,143,144,retained,"Scenario retained. Measure usage and bill under actual service terms. Multi-tenancy means multiple customers use shared underlying infrastructure with logical separation. Keeping unnecessary capacity permanently allocated is overprovisioning, not the definition of elasticity.",C057,merge,4.2,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
C058,144,144,retained,Scenario retained. Sharing infrastructure can reduce cost; does not inherently improve security or guarantee availability.,C058,keep,4.2,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
C059,144,144,retained,Adapted and corrected. Calibration corrects the coordinate mapping on supported devices. Persistent faults may require driver or hardware diagnosis.,C059,merge,"1.1, 5.4",https://www.dell.com/support/kbdoc/en-us/000132121/how-to-troubleshoot-touchscreen-touch-panel-issues
C060,144,145,retained,"Scenario retained. Provision/release resources with changing load. Multi-tenancy means multiple customers use shared underlying infrastructure with logical separation. Keeping unnecessary capacity permanently allocated is overprovisioning, not the definition of elasticity.",C060,merge,4.2,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
C061,145,145,removed,Rote methodology step order not tested under current objectives.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C062,145,145,retained,Adapted and corrected. A crimper secures compatible plugs; a cable tester checks wiring. A basic wire-map pass is not full high-speed certification.,C062,keep,"2.8, 5.5",https://www.flukenetworks.com/blog/cabling-chronicles/wire-map-testing-it-s-not-all-about-color
C063,145,146,retained,Adapted and corrected. The swelling can distort nearby input components. Stop charging and arrange approved battery service.,C063,merge,5.4,https://www.dell.com/support/kbdoc/en-us/000128491/swollen-battery-information-and-guidance
C064,146,146,removed,Windows 7-to-10 installation scenario is obsolete and Core 2; do not retain as current upgrade advice.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C065,146,147,removed,Legacy CDMA PRL update is no longer a listed mobile configuration topic; roaming depends on carrier/device/plan.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C066,147,147,removed,USB 2.0 can carry many HD 30 fps compressed streams; resolution/encoding/workload missing.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C067,147,147,retained,Adapted and corrected. A client-side hypervisor runs virtual machines on a workstation. Separate guest operating systems let a developer test different environments without separate physical PCs.,C067,merge,4.1,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/overview; https://docs.oracle.com/en/virtualization/virtualbox/7.1/user/Introduction.html
C068,147,148,removed,Core 2 malware handling and rote step order.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C069,148,148,retained,"Scenario retained. Service offered for general consumer use is public cloud; data access remains controlled. Private describes exclusive use, not necessarily location or ownership. A private cloud can be run off-site by a third party. Public cloud does not mean every customer's stored files are public.",C069,keep,4.2,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
C070,148,148,retained,Adapted and corrected. 802.11ax is Wi-Fi 6. Its label alone does not guarantee better range or reception in every environment.,C070,rewrite,2.2,https://www.cisco.com/c/en/us/support/docs/wireless/catalyst-9166-series-access-points/220526-configure-and-verify-wi-fi-6e-band-opera.html; https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/technical-reference/wireless-rf-reference-guide.html
C071,148,149,retained,Scenario retained. Disabled audio device must be enabled if authorized; confirm selected output and driver state. A driver lets the OS communicate with hardware. Use the manufacturer or approved update source. A targeted rollback or supported update may help; replacing hardware without testing the software cause is premature.,C071,keep,5.1,https://support.microsoft.com/en-us/windows/update-drivers-through-device-manager-in-windows-ec62f46c-ff14-c91d-eead-d7126dc1f7b6
C072,149,149,retained,"Scenario retained. Check enabled Bluetooth and correct pairing/profile. Pairing establishes the relationship between devices. Check power, distance, existing connections and compatibility if discovery fails. A Bluetooth keyboard does not need a Wi-Fi internet connection.",C072,merge,"1.2, 1.3",https://support.microsoft.com/en-us/windows/pair-a-bluetooth-device-in-windows-2be7b51f-6ae9-b757-a3b9-95ee40c3e242
C073,149,149,retained,Adapted and corrected. Enable the supported TPM according to the deployment procedure. BitLocker configurations vary; not all require the same protection method.,C073,merge,"3.5, 4.1",https://learn.microsoft.com/en-us/windows/security/hardware-security/tpm/trusted-platform-module-overview; https://learn.microsoft.com/en-us/windows/security/operating-system-security/data-protection/bitlocker/recovery-overview
C074,149,150,removed,Core 2 ticketing/operational procedure and rote methodology focus.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C075,150,150,retained,"Adapted and corrected. Use the measured, compatible cooling solution. Liquid cooling still has pumps and fans and is not automatically silent or superior.",C075,rewrite,"3.5, 5.1",https://www.dell.com/support/kbdoc/en-us/000130867/how-to-troubleshoot-a-overheating-shutdown-or-thermal-issue-on-a-dell-pc; https://www.intel.com/content/www/us/en/gaming/resources/how-to-apply-thermal-paste.html
C076,150,150,retained,"Adapted and corrected. The controller identifies degraded or missing members. Lack of hot-swap support affects replacement, not every monitoring operation.",C076,rewrite,5.2,https://downloads.dell.com/topicspdf/poweredge-rc-h740p_Users-Guide_en-us.pdf
C077,150,151,retained,"Scenario retained. Match SSID, security mode and credentials after gateway/AP replacement. Use a strong passphrase and a separate guest network when needed. WEP and original WPA are obsolete protections. An SSID is the network name. Hiding it or filtering MAC addresses does not replace encryption and authentication.",C077,keep,"2.6, 5.5",https://support.apple.com/en-us/102766
C078,151,151,retained,Adapted and corrected. A missing member can reflect a disk or connection problem. The summary does not by itself prove a failed controller or identify every cause.,C078,rewrite,5.2,https://downloads.dell.com/topicspdf/poweredge-rc-h740p_Users-Guide_en-us.pdf
C079,151,152,retained,"Scenario retained. Digitizer senses touch location. The digitizer turns touches into location data. Check supported calibration, driver and settings first. Inspect hardware and connections if appropriate. A working image does not prove the touch layer works, and not every screen supports manual calibration.",C079,merge,"1.1, 5.4",https://www.dell.com/support/kbdoc/en-us/000132121/how-to-troubleshoot-touchscreen-touch-panel-issues
C080,152,152,retained,"Scenario retained. 802.11ax supports 2.4/5 GHz; Wi-Fi 6E extends to 6 GHz where allowed. Wi-Fi 6 commonly operates in 2.4 and 5 GHz. A 6E connection needs a compatible AP, client and regional support. A Wi-Fi 6-only client cannot gain 6 GHz support through a new SSID name.",C080,merge,2.2,https://www.cisco.com/c/en/us/support/docs/wireless/catalyst-9166-series-access-points/220526-configure-and-verify-wi-fi-6e-band-opera.html; https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/technical-reference/wireless-rf-reference-guide.html
C081,152,152,retained,Adapted and corrected. RAID 10 combines mirroring and striping. No RAID level guarantees universally maximum performance for every workload.,C081,rewrite,3.4,https://www.intel.com/content/www/us/en/support/articles/000005867/technologies.html
C082,152,152,retained,Scenario retained. Compatible Windows and Linux guests may run concurrently on hypervisor. A driver translates print jobs into a format the printer understands. PCL means Printer Command Language. Different operating systems may need different supported drivers or driverless printing support.,C082,merge,"3.7, 5.6",https://support.hp.com/ca-en/document/c03265802
C083,152,153,retained,Scenario retained. ST is a fiber-optic connector type. LC is common on compact optical transceivers. SC uses a larger push-pull connector. Connector shape alone does not tell you the fiber mode or supported distance; match the entire link.,C083,keep,3.2,https://www.thefoa.org/tech/ref/testing/test/conntypes.html
C084,153,153,retained,Scenario retained. Supported hardware loopback tests transmit/receive path; does not prove whole LAN works. It can help isolate interface faults. It does not test the entire cable route or prove internet access. Use the correct plug and vendor-supported test for that interface.,C084,keep,2.8,https://www.cisco.com/c/en/us/support/docs/routers/asr-1000-series-aggregation-services-routers/200633-Troubleshooting-interface-down-issues.pdf
C085,153,153,retained,Adapted and corrected. Jitter is variation in packet delay. Loss and jitter can break up audio; steady latency mainly adds conversation delay.,C085,rewrite,5.5,https://www.cisco.com/c/en/us/support/docs/availability/high-availability/24121-saa.html
C086,153,154,retained,Scenario retained. Verify external power path before internal replacement. PSU means Power Supply Unit. Verify simple external causes before opening the chassis. A dark system can have several causes; it is not automatic proof of a failed motherboard.,C086,merge,5.1,https://www.dell.com/support/kbdoc/en-us/000125609/resolve-no-power-no-post-no-boot-or-no-video-issues-with-your-dell-computer
C087,154,154,retained,Adapted and corrected. Software as a Service (SaaS) supplies a complete application. The provider manages its infrastructure and application platform; customers manage their use and permitted settings.,C087,merge,4.2,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary/what-are-iaas-paas-and-saas
C088,154,154,retained,Adapted and corrected. Check the PSU's available rated output and required headroom. The new GPU may exceed the previous power budget.,C088,merge,3.6,https://www.corsair.com/ww/en/p/psu/cp-9020170-na/vs-series-vs450-450-watt-80-plus-white-certified-psu-cp-9020170-na; https://help.corsair.com/hc/en-us/articles/14641912717453-PSU-Efficiency-Ratings-Explained
C089,154,155,retained,"Scenario retained. Compatible USB headset carries input/output audio. HDMI means High-Definition Multimedia Interface and can carry audio and video. The OS may still send sound to another output. A supported USB audio device is another sound interface, not a video-cable repair.",C089,merge,"3.2, 5.3",https://www.hdmi.org/spec/hdmi1_4b; https://support.microsoft.com/en-us/windows/fix-sound-or-audio-problems-in-windows-73025246-b61c-40fb-671a-2535c7cd56c8
C090,155,155,removed,Tap does not directly establish device status and installing it can disrupt link; choices lack clear least-disruptive method.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C091,155,156,retained,"Scenario retained. Typical cable-modem-to-router connection is Ethernet. A home gateway may combine a router, modem, switch and access point in one box. Combined hardware does not make those functions identical.",C091,merge,2.5,https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/networking-basics.html
C092,156,156,retained,"Adapted and corrected. A virtual TPM supplies that function. Network isolation is also useful hardening, but does not itself provide TPM key operations.",C092,rewrite,"3.5, 4.1",https://learn.microsoft.com/en-us/windows/security/hardware-security/tpm/trusted-platform-module-overview; https://learn.microsoft.com/en-us/windows/security/operating-system-security/data-protection/bitlocker/recovery-overview
C093,156,157,retained,Adapted and corrected. The temperature evidence supports CPU overheating. These symptoms without measurements would not exclude other causes.,C093,merge,"3.5, 5.1",https://www.dell.com/support/kbdoc/en-us/000130867/how-to-troubleshoot-a-overheating-shutdown-or-thermal-issue-on-a-dell-pc; https://www.intel.com/content/www/us/en/gaming/resources/how-to-apply-thermal-paste.html
C094,157,158,retained,"Scenario retained. Firewall can filter unwanted traffic; form factor need not be physical. Rules decide which traffic may pass. If one service fails, inspect the relevant rule and logs. Disabling the whole firewall is not a permanent repair and can hide the actual misconfiguration.",C094,merge,"2.5, 5.5",https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-41r1.pdf
C095,158,158,retained,"Scenario retained. Resource capacity adjusts to demand. Multi-tenancy means multiple customers use shared underlying infrastructure with logical separation. Keeping unnecessary capacity permanently allocated is overprovisioning, not the definition of elasticity.",C095,merge,4.2,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
C096,158,158,removed,No evidence selects patch cable versus driver/configuration; measure link and errors first.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C097,158,159,retained,"Scenario retained. Separate customers can share hosting infrastructure with logical isolation. Multi-tenancy means multiple customers use shared underlying infrastructure with logical separation. Keeping unnecessary capacity permanently allocated is overprovisioning, not the definition of elasticity.",C097,merge,4.2,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
C098,159,159,removed,"No symptom detail makes AP location universally first; assess scope, signal, congestion and uplink.",,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C099,159,160,retained,Scenario retained. PoE switch can power many compatible phones; size per-port and total budget. The powered device receives less after cable loss: about 12.95 W or 25.5 W respectively. Match the device's standard and power demand to the port and the switch's total power budget.,C099,keep,2.5,https://www.cisco.com/c/en/us/td/docs/switches/lan/catalyst1000/hardware/installation/24_48_port_hig/b_c1000_24_48_hig/product_overview.html
C100,160,160,retained,Adapted and corrected. 400 W exceeds the stated 300 W requirement. A dual-core CPU label alone would not establish a safe PSU size.,C100,rewrite,3.6,https://www.corsair.com/ww/en/p/psu/cp-9020170-na/vs-series-vs450-450-watt-80-plus-white-certified-psu-cp-9020170-na; https://help.corsair.com/hc/en-us/articles/14641912717453-PSU-Efficiency-Ratings-Explained
C101,160,160,retained,"Scenario retained. This is often called link flapping. A link light shows physical connectivity, not that DNS or internet access works. Isolate one variable at a time instead of assuming the switch is defective.",C101,keep,5.5,https://www.cisco.com/c/en/us/support/docs/switches/catalyst-9500-series-switches/218397-troubleshoot-port-flaps-on-catalyst-9000.html
C102,160,161,retained,"Scenario retained. MMS normally needs carrier data/APN support; voice working does not prove mobile data is enabled. Carrier support and settings matter. A messaging app may use an internet-based service instead, so a picture-message failure does not automatically prove the phone's camera is broken.",C102,keep,1.3,https://support.apple.com/en-us/104972
C103,161,161,retained,"Scenario retained. Independent recoverable backup protects against host/storage loss; RAID/UPS are not backups. If the underlying storage is lost, a local checkpoint can be lost too. Maintain supported independent backups and test restoration. Snapshot and checkpoint behavior varies by platform.",C103,keep,4.1,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/checkpoints
C104,161,161,removed,Different OS versions/hardware are often supported; evidence does not establish transfer failure cause.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C105,161,162,retained,Adapted and corrected. Create the planned clone/image with an appropriate recovery process. Minimize unnecessary stress; severe or irreplaceable-data cases may need specialist recovery.,C105,rewrite,5.2,https://www.seagate.com/support/kb/my-system-reported-a-smart-error-on-the-drive-184619en/
C106,162,163,retained,Adapted and corrected. An incorrect aspect ratio stretches or squeezes geometry. Keystone distortion instead changes the rectangular outline toward a trapezoid.,C106,keep,"3.1, 5.3",https://support.microsoft.com/en-us/windows/change-your-screen-resolution-and-layout-in-windows-5effefe3-2eac-e306-0b5d-2073b765876b
C107,163,163,removed,Core 2 authentication factors; authenticator alone does not establish two distinct factors.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C108,163,163,retained,Adapted and corrected. Bluetooth pairing establishes the relationship between the devices. Put the headset in pairing mode and select it in the phone's Bluetooth settings.,C108,merge,"1.2, 1.3",https://support.microsoft.com/en-us/windows/pair-a-bluetooth-device-in-windows-2be7b51f-6ae9-b757-a3b9-95ee40c3e242
C109,163,164,retained,Adapted and corrected. More usable DIMM slots can allow additional compatible memory. Empty slots do not improve performance until the required memory is installed.,C109,rewrite,"3.3, 5.1",https://www.kingston.com/en/memory
C110,164,164,retained,Scenario retained. This can improve capacity and availability. Health checks help avoid failed servers. A load balancer does not automatically add servers; scaling must be configured separately.,C110,merge,2.3,https://aws.amazon.com/what-is/load-balancing/
C111,164,164,retained,"Scenario retained. RADIUS supports authentication, authorization and accounting services. AAA means Authentication, Authorization and Accounting. Knowing who someone is does not by itself decide what that person may do.",C111,keep,2.3,https://www.cisco.com/c/en/us/td/docs/wireless/controller/ewc/17-1/olh/Content/topics/c_sec_aaa_about.html
C112,164,165,removed,Mixed categories overlap; hardware-assisted virtualization is not a standalone highest-isolation guarantee.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C113,165,165,retained,"Scenario retained. RFID tags/readers support radio-based inventory identification. Passive tags draw operating energy from a reader; active tags have their own power source. Range varies greatly by system. RFID is a technology family, not one fixed frequency or distance.",C113,keep,2.2,https://support.gs1.org/support/solutions/articles/43000733398-what-is-the-difference-between-passive-and-active-tags-
C114,165,166,removed,Large-file slowness does not establish fragmentation; memory/storage/network bottlenecks possible.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C115,166,166,retained,Scenario retained. 802.11ax operation in 6 GHz is marketed as Wi-Fi 6E; compatible clients/APs and local rules required.,C115,keep,2.2,https://www.cisco.com/c/en/us/support/docs/wireless/catalyst-9166-series-access-points/220526-configure-and-verify-wi-fi-6e-band-opera.html; https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/technical-reference/wireless-rf-reference-guide.html
C116,166,167,retained,Adapted and corrected. Check the existing signal path and input first. Then use a known-good cable or source if needed.,C116,rewrite,"3.1, 5.3",https://www.dell.com/support/kbdoc/en-tw/000132110/how-to-troubleshoot-a-dell-desktop-monitor?lang=en
C117,167,167,removed,Good disk/RAM tests do not prove defective PSU; replacing before power/temperature diagnosis unsupported.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C118,167,168,retained,Adapted and corrected. The tool needs appropriate fine-toner filtration and static safety. Follow the printer's instructions and avoid blowing toner into the air.,C118,rewrite,3.8,https://h10032.www1.hp.com/ctg/Manual/c05786470.pdf
C119,168,168,retained,"Scenario retained. Satellite may reach areas lacking wired/cellular infrastructure with coverage/sky-view constraints. Geostationary satellites create much more propagation delay than low-Earth-orbit systems. Do not assume all satellite services have identical latency. Obstructions, weather, congestion and the provider's design also matter.",C119,merge,2.7,https://www.esa.int/Enabling_Support/Space_Transportation/Types_of_orbits
C120,168,168,retained,"Adapted and corrected. Enable/select the intended PCIe graphics path according to the firmware manual. Without this evidence, seating, power and compatibility would also need checks.",C120,keep,"3.5, 5.1",https://www.intel.com/content/www/us/en/gaming/resources/what-is-bottlenecking-my-pc.html; https://www.intel.com/content/www/us/en/products/docs/processors/cpu-vs-gpu.html
C121,168,168,removed,NVMe and M.2 SATA require specific support; laptop model/interface absent so best replacement cannot be selected.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C122,168,169,retained,Adapted and corrected. Use the correct supply and follow its installation/unsealing procedure. The exact order of mechanical steps varies by printer.,C122,rewrite,3.8,https://www.hp.com/us-en/tech-takes/printers/maintenance/laserjet-printer-maintenance-kits-guide.html
C123,169,169,retained,Adapted and corrected. A paired headset still needs an active Bluetooth radio to reconnect. Wi-Fi and NFC do not replace the Bluetooth audio connection.,C123,merge,"1.2, 1.3",https://support.microsoft.com/en-us/windows/pair-a-bluetooth-device-in-windows-2be7b51f-6ae9-b757-a3b9-95ee40c3e242
C124,169,169,removed,Inverter does not explain charging problem; LED laptops may lack inverter; insufficient evidence.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C125,169,170,retained,"Scenario retained. Striping maximizes usable member capacity without fault tolerance. RAID means Redundant Array of Independent Disks, although RAID 0 has no redundancy. If one member fails, the striped volume can be lost. RAID 0 is not a backup.",C125,merge,3.4,https://www.dell.com/support/kbdoc/en-us/000128635/dell-servers-what-are-the-raid-levels-and-their-specifications
C126,170,170,retained,"Scenario retained. Run supported alignment/calibration procedure for misregistered output. Inkjet printers spray tiny drops of ink. Cleaning consumes ink and should follow the manual. Printer calibration can improve supported color or registration problems, but it does not repair every mechanical fault.",C126,keep,"3.8, 5.6",https://files.support.epson.com/docid/cpd4/cpd40326/source/printers/source/troubleshooting/reference/problem_faint.html; https://files.support.epson.com/docid/cpd6/cpd65049/source/pro_graphics/source/maintenance/concepts/print_head_alignment_scf9570.html
C127,170,170,removed,Standard choice alone cannot guarantee minimal range/interference; configure channels/power appropriately.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C128,170,171,removed,Core 2 offline-file/remote-access settings; VPN reachability and permissions unspecified.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C129,171,171,retained,Scenario retained. Optical network terminal terminates provider optical service and presents customer interfaces such as Ethernet.,C129,keep,2.5,https://www.verizon.com/support/residential/homephone/service-equipment/ont
C130,171,172,retained,Scenario retained. Trace copper cable to unlabeled termination. The generator puts a traceable signal on the cable; the probe detects it. Use tools rated for the circuit and follow instructions for live networks. Label both ends after identification. A toner does not certify Ethernet speed.,C130,merge,2.8,https://www.flukenetworks.com/datacom-cabling/copper-testing/IntelliTone-Pro-Toner-and-Probe
C131,172,172,retained,Adapted and corrected. An SSD improves storage access in this scenario. A generic slowdown alone would not prove which component to upgrade.,C131,rewrite,3.4,https://www.kingston.com/en/ssd/desktop-laptop-workstations
C132,172,173,retained,Adapted and corrected. The sandbox provides controlled isolation for testing. Configuration and software flaws can still weaken that boundary.,C132,merge,4.1,https://learn.microsoft.com/en-us/windows/security/application-security/application-isolation/windows-sandbox/windows-sandbox-configure-using-wsb-file
C133,173,173,retained,Scenario retained. Common modular Ethernet connector terminates compatible Cat 6 twisted pair. A straight-through cable uses the same scheme at both ends. A and B swap the orange and green pair positions. Keep each pair correctly twisted and follow the connector's wiring guide.,C133,keep,3.2,https://www.flukenetworks.com/blog/cabling-chronicles/wire-map-testing-it-s-not-all-about-color
C134,173,174,retained,Adapted and corrected. OLED is self-emissive and can offer wide viewing angles. Accurate color still depends on the particular panel and calibration.,C134,rewrite,"3.1, 5.3",https://support.microsoft.com/en-us/windows/change-your-screen-resolution-and-layout-in-windows-5effefe3-2eac-e306-0b5d-2073b765876b
C135,174,174,removed,Corrupted wording and insufficient evidence; no unique next action.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
