card_id,topic,question,options,correct_letters,answer,explanation,related_objectives,source_question_ids,sources
C016,Computer hardware,"A PC slows under load. Its CPU temperature is excessive, and diagnostics show its CPU fan intermittently stops. Which component is failing?","A. CPU fan
B. Memory
C. Power supply
D. Hard drive",A,A. CPU fan,The measured fan fault supports the diagnosis. Normal automatic fan-speed changes alone do not mean failure.,"3.5, 5.1",C016,https://www.dell.com/support/kbdoc/en-us/000130867/how-to-troubleshoot-a-overheating-shutdown-or-thermal-issue-on-a-dell-pc; https://www.intel.com/content/www/us/en/gaming/resources/how-to-apply-thermal-paste.html
C017,Networking,A network printer needs a manually assigned IPv4 configuration that reaches local and remote subnets. Which three IP settings are needed? (Select THREE.),"A. PCL
B. Dots per Inch
C. Gateway
D. Subnet mask
E. MAC address
F. IMEI
G. IP address
H. Drivers","C,D,G",C. Gateway; D. Subnet mask; G. IP address,"Set a unique IP address, the correct subnet mask and the actual default gateway. Local-only printing may not need a gateway.","2.4, 3.7",C017,https://learn.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-scopes
C018,Networking,A laptop's network settings show: IPv4 address 172.25.1.39; mask 255.255.255.0; DNS server 172.25.1.4; Router 172.25.1.252. Which is the default gateway?,"A. 172.25.1.252
B. 172.25.1.39
C. 172.25.1.4
D. 255.255.255.0",A,A. 172.25.1.252,The field labeled Router identifies the gateway. The other entries serve different configuration roles.,"2.6, 5.5",C018,https://learn.microsoft.com/en-us/troubleshoot/windows-client/networking/tcpip-addressing-and-subnetting
C019,Networking,"After an outage, an intranet's numeric IP is reachable and a direct service check succeeds, but its hostname lookup fails. Which service should be investigated?","A. Web
B. DNS
C. File
D. DHCP",B,B. DNS,The name-resolution failure points to DNS. A ping reply alone would not prove the web application was working.,5.5,C019,https://learn.microsoft.com/en-us/troubleshoot/windows-client/networking/troubleshoot-dns-client-resolution-issues
C020,Networking,Several VMs use a shared block-storage datastore that is full. The administrator will expand that networked storage system. Which network type is involved?,"A. SCSI
B. NAC
C. SAN
D. WISP",C,C. SAN,"A Storage Area Network provides storage access, commonly block-level. It is the datastore capacity that is full, not the network itself.",2.7,C020,https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/networking-basics.html; https://www.ibm.com/think/topics/block-storage
C021,Computer hardware,Which internal connections should be inspected for motherboard power problems on a conventional ATX desktop?,"A. The RJ45 jack
B. An optical ST connector
C. A DB9 serial plug
D. The main ATX power and required CPU power connectors",D,D. The main ATX power and required CPU power connectors,Both main board power and CPU auxiliary power may be required. A generic peripheral Molex connector is not a precise answer for these connections.,"3.5, 3.6",C021,https://help.corsair.com/hc/en-us/articles/10700487373197-PSU-How-to-Avoid-Current-Overload-Connector-Issues
C022,Wireless,"A customer reports that, after a technician replaced a laptop screen, the laptop is only able to connect to a Wi-Fi network it is positioned very close to a wireless access point Which of the following should the technician verify FIRST?","A. The internal antennas are connected.
B. The device has the latest OS updates.
C. The wireless device drivers are the latest version.
D. Airplane mode is disabled.
E. The battery is charging.",A,A. The internal antennas are connected.,Screen service may disturb antenna leads routed around lid. Use the model's service manual and power-down procedure. A disconnected antenna can reduce signal greatly while the adapter still appears in the operating system.,"1.1, 5.4",C022,https://dl.dell.com/topicspdf/latitude-14-5420-laptop_owners-manual_en-us.pdf
C023,Computer hardware,A laptop's service manual specifies replaceable DDR4 SODIMMs. Which listed form factor should the technician buy?,"A. DIMM
B. ECC RAM
C. Virtual RAM
D. SODIMM",D,D. SODIMM,"SODIMM is a compact module used in many laptops. Some laptops have soldered RAM or different formats, so follow the actual model's specification.",3.3,C023,https://www.kingston.com/en/memory
C024,Computer hardware,An ATX workstation's planned components require 1000 W of PSU output including headroom. The case and GPU connectors fit the listed 1200 W unit. Which replacement fits?,"A. 400W external power supply
B. 2x 600W redundant power supplies
C. 1.200W modular power supply
D. 1.5O0W uninterruptible power supply",C,C. 1.200W modular power supply,"The compatible 1200 W internal PSU meets the stated load. A UPS is external backup power, not the internal supply.",3.6,C024,https://www.corsair.com/ww/en/p/psu/cp-9020170-na/vs-series-vs450-450-watt-80-plus-white-certified-psu-cp-9020170-na; https://help.corsair.com/hc/en-us/articles/14641912717453-PSU-Efficiency-Ratings-Explained
C025,Networking,"At the wiring closet, a technician terminates the solid conductors from office wall runs before using short patch cords to connect the switch. Which component organizes these terminations?","A. Access point
B. Patch panel
C. Hub
D. Firewall
E. Wall jack",B,B. Patch panel,A patch panel terminates and organizes the structured cabling. The wall jack is normally at the opposite end of the run.,"2.8, 3.2",C025,https://data.kleintools.com/sites/kleintools/files/tool-catalog/82820_TelecomCatalog.pdf
C026,Cloud and virtualization,A network engineer recently deployed a new application server in a cloud environment. Which of the following should be implemented to prevent a single point of failure within the system?,"A. Rapid elasticity
B. RAID
C. High availability
D. Shared resources",C,C. High availability,Redundant instances/dependencies and failover reduce single points of failure; cloud location alone is not HA.,4.2,C026,https://learn.microsoft.com/en-us/azure/reliability/concept-business-continuity-high-availability-disaster-recovery
C027,Cloud and virtualization,A bank wants to leverage cloud computing but would like a cloud solution in which infrastructure is shared with businesses in the same industry. Which of the following cloud models would BEST address the bank's need?,"A. Private
B. Hybrid
C. Public
D. Community",D,D. Community,"Shared industry requirements can fit community cloud. A private cloud connected with a public cloud can form a hybrid design. Community members might share mission or compliance needs. These are deployment models, not the IaaS/PaaS/SaaS service models.",4.2,C027,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
C028,Networking,A technician is working with a user to set up scanning. The user requires the scans to be viewable on the network for the entire department. Which of the following settings on the MFP should the technician edit to BEST address the user's request?,"A. Scan to email
B. Server message block
C. Secured prints
D. Web services
E. Printer share",B,B. Server message block,"Scan-to-SMB writes to authorized network file share; configure credentials/permissions securely. SMB provides network file sharing. A scanner also needs a valid share path, supported SMB version, credentials and write permission. SMTP ports do not replace the SMB file-sharing port.","2.1, 3.7",C028,https://learn.microsoft.com/en-us/windows-server/storage/file-server/file-server-smb-overview
C029,Networking,A SOHO customer would like to purchase network hardware to enhance security. The hardware should perform stateful packet Inspection Which of the following would BEST address the customer's need?,"A. Switch
B. Firewall
C. Router
D. Proxy",B,B. Firewall,"Stateful firewall tracks connection state when applying traffic policy. Rules decide which traffic may pass. If one service fails, inspect the relevant rule and logs. Disabling the whole firewall is not a permanent repair and can hide the actual misconfiguration.","2.5, 5.5",C029,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-41r1.pdf
C030,Wireless,A technician is attempting to connect the wired LANs at two nearby buildings by installing a wireless point- to-point connection. Which of the following should the technician consider?,"A. NFC protocol data rate
B. RFID frequency range
C. Bluetooth version compatibility
D. Allowable limits for transmit power",D,D. Allowable limits for transmit power,Outdoor links must meet local band/channel/transmit-power rules and antenna limits. Do not change the country setting to bypass restrictions. Some 5 GHz channels require radar detection and channel changes. Local approval determines which 6 GHz features are allowed.,2.2,C030,https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/technical-reference/wireless-rf-reference-guide.html
C031,Displays and peripherals,"A monitor, keyboard, mouse and headset all fail through one USB-C hub but work through a known-good compatible hub. Power and the host connection are verified. What should be replaced?","A. Verify the AC adaptor voltage.
B. Repair the operating system.
C. Replace the user's USB-C hub.
D. Reinstall the drivers for affected devices.
E. Make sure the printer is not drawing too much power.",C,C. Replace the user's USB-C hub.,The controlled substitution identifies the original hub as the common failed path.,"1.2, 5.1",C031,https://www.usb.org/usb-charger-pd
C032,Displays and peripherals,Which of the following video cables can carry an audio signal?,"A. HDMI
B. S-Video
C. VGA
D. DVI",A,A. HDMI,"HDMI carries compatible digital video and audio. HDMI means High-Definition Multimedia Interface and can carry audio and video. The OS may still send sound to another output. A supported USB audio device is another sound interface, not a video-cable repair.","3.2, 5.3",C032,https://www.hdmi.org/spec/hdmi1_4b; https://support.microsoft.com/en-us/windows/fix-sound-or-audio-problems-in-windows-73025246-b61c-40fb-671a-2535c7cd56c8
C033,Displays and peripherals,"A user who is facilitating a videoconference reports that the participants can be heard. However, when the user attempts to speak, none of the participants can hear the user. Which of the following is the FIRST step the technician should take?","A. Restart the Videoconference.
B. Replace the laptop.
C. Check the audio inputs.
D. Try another microphone.",C,C. Check the audio inputs.,"Verify selected microphone, mute, permissions and input level before replacing hardware. Hearing audio through the headset only proves the output path. The microphone is a separate input path. Check both the OS and meeting app's selection.",5.4,C033,https://support.microsoft.com/en-us/windows/fix-sound-or-audio-problems-in-windows-73025246-b61c-40fb-671a-2535c7cd56c8
C034,Networking,A shared printer needs a predictable IP address while continuing to use DHCP. Which listed device is a common candidate for a reservation?,"A. Smart TV
B. Mobile device
C. Workstation
D. Printer",D,D. Printer,A printer often needs a stable address for client queues. Reservations can also serve other devices; they are not exclusive to printers.,"2.4, 3.7",C034,https://learn.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-scopes
C035,Networking,Which listed device normally bridges wireless clients onto a wired LAN?,"A. Hub
B. Wireless access point
C. Transceiver
D. Media converter",B,B. Wireless access point,A wireless access point bridges those network segments. A media converter primarily changes transmission medium.,2.5,C035,https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/networking-basics.html
C036,Cloud and virtualization,"Which of the following BEST describes a lab environment in which virtual machines can be created, rebooted, and shut down without affecting the production network?","A. SCADA
B. Sandbox
C. Honeypot
D. Hybrid cloud",B,B. Sandbox,"Limit shared folders, clipboard, device access and network connectivity for risky testing. A VM escape is a breach from guest to host. Do not assume running malware in any VM makes it harmless.",4.1,C036,https://learn.microsoft.com/en-us/windows/security/application-security/application-isolation/windows-sandbox/windows-sandbox-configure-using-wsb-file
C037,Computer hardware,"A new PC shuts down under load. Inspection confirms poor heatsink contact and missing thermal-interface material, and the CPU reaches its thermal limit. Which issue fits?","A. The video card was Installed in the wrong PCIe slot.
B. The CPU heat sink was attached without adequate thermal paste .
C. The SSD drives do not have enough Pagefile.
D. The system does not have enough RAM tor 4K video.",B,B. The CPU heat sink was attached without adequate thermal paste .,The measured heat and installation fault support inadequate CPU cooling. Shutdowns alone would not prove this cause.,"3.5, 5.1",C037,https://www.dell.com/support/kbdoc/en-us/000130867/how-to-troubleshoot-a-overheating-shutdown-or-thermal-issue-on-a-dell-pc; https://www.intel.com/content/www/us/en/gaming/resources/how-to-apply-thermal-paste.html
C038,Networking,A technician needs a physical device that copies network traffic to a separate analyzer. Which tool should be used?,"A. Toner probe
B. Wi-Fi analyzer
C. Network tap
D. Loopback plug",C,C. Network tap,A network test access point (TAP) supplies a copy of traffic for analysis. A toner locates cables; it does not capture packets.,2.8,C038,https://www.garlandtechnology.com/network-tap
C039,Printers,"All copies have a line, but direct prints are clean. Inspection reveals a matching scratch on the scan glass. Which issue fits?","A. Failing imaging drum
B. A scratch on the scanning bed
C. Bad output tray
D. Damaged (user",B,B. A scratch on the scanning bed,"The defect belongs to the scanner path. Dirt can also cause lines, so inspect and clean as directed before replacing damaged glass.",5.6,C039,https://support.hp.com/us-en/document/ish_2056394-2056383-16
C040,Computer hardware,A user's Windows computer started running slowly after the installation of a CAD program. The computer has intermittent timeouts and often has to be rebooted to restore functionally. The computer seems to work correctly if the application is not running. Which of the following should the technician do NEXT to help troubleshoot the issue? (Select TWO).,"A. Replace the video card.
B. Research the requirements of the application.
C. Install a new case fun.
D. Run chkdsk on the HDD.
E. Check the Event Viewer logs.
F. Reinstall the application.","B,E",B. Research the requirements of the application.; E. Check the Event Viewer logs.,"Check vendor hardware requirements and diagnostic logs for workload-triggered faults. VRAM is Video Random Access Memory used by graphics hardware. More of one resource helps only when it addresses the workload. A CPU family label, clock speed or GPU memory size alone cannot rank whole systems reliably.","3.5, 5.1",C040,https://www.intel.com/content/www/us/en/gaming/resources/what-is-bottlenecking-my-pc.html; https://www.intel.com/content/www/us/en/products/docs/processors/cpu-vs-gpu.html
C041,Displays and peripherals,"A field technician for an airport receives a support ticket that states customers are having issues viewing a screen that displays information about departing flights. While checking the case history, the technician sees that all flight information screens were recently moved when the terminal gates were remodeled. Which of the following actions should the technician perform after verifying the screen has power?","A. Ensure the input connections to the screen are secure.
B. Swap cables with a screen that works.
C. Check to see if the device outputting the data is turned on.
D. Determine if the screen is compatible with the output device.",A,A. Ensure the input connections to the screen are secure.,"After relocation verify power, input source, signal cables and source output. The display can have power while receiving no usable signal. Test with a known-good cable or source to narrow the fault. A no-signal message alone does not prove a failed GPU.","3.1, 5.3",C041,https://www.dell.com/support/kbdoc/en-tw/000132110/how-to-troubleshoot-a-dell-desktop-monitor?lang=en
C042,Cloud and virtualization,"Under default settings, which virtual-network mode links guests with the host while providing no ordinary external-network access?","A. NAT mode
B. Bridge mode
C. Direct mode
D. Host-only mode",D,D. Host-only mode,Host-only mode fits this description. Additional guest adapters or custom host routing can defeat the intended isolation.,4.1,C042,https://docs.oracle.com/en/virtualization/virtualbox/7.1/user/networkingdetails.html
C043,Networking,A laptop has USB-C data ports but no RS-232 serial port. What is needed for a compatible serial signature pad?,"A. A passive video splitter
B. Wi-Fi Direct without a serial interface
C. A mobile hotspot
D. A supported active USB-to-RS-232 adapter with the correct driver and pinout",D,D. A supported active USB-to-RS-232 adapter with the correct driver and pinout,The adapter converts the interface. A plain USB-C cable cannot convert RS-232 signaling by itself.,"3.2, 2.8",C043,https://www.cisco.com/c/en/us/support/docs/routers/7000-series-routers/12223-14.html
C044,Cloud and virtualization,A legacy accounting application must run inside a compatible older guest operating system. Which listed virtualization approach can provide that desktop environment?,"A. Network
B. Storage
C. Desktop
D. Sandbox",C,C. Desktop,"Desktop virtualization can supply the required guest. Confirm licensing, hardware dependencies and security controls.",4.1,C044,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/overview; https://docs.oracle.com/en/virtualization/virtualbox/7.1/user/Introduction.html
C045,Computer hardware,A user indicates that a laptop is not performing well. A technician determines the laptop has a conventional HDD and that installing a SSD will improve the laptop's performance. Which of the following lists of steps describes what the technician should do to complete the upgrade with the LEAST amount of downtime?,"A. 1. Remove the HDD and install the SSD in the laptop. 2. Install the operating system and necessary applications on the SSD. 3. Connect the HDD to the laptop using a USB enclosure. 4. Copy over all of the user's data.
B. 1. Leave the HDD in place. 2. Install the SSD in an empty drive bay. 3. Leave all data intact on the HDD. 4. Confirm the SSD is accessible in the operating system.
C. 1. Connect the SSD to the laptop using a USB enclosure. 2. Clone the HDD to the SSD using cloning software. 3. Remove the HDD. 4. Install the SSD.
D. 1. Remove the HDD and install the SSD in the laptop. 2. Install the operating system and necessary applications on the SSD. 3. Install the HDD in a USB enclosure. 4. Provide the external HDD for the user to access the old data.",C,C. 1. Connect the SSD to the laptop using a USB enclosure. 2. Clone the HDD to the SSD using cloning software. 3. Remove the HDD. 4. Install the SSD.,"Backup, clone with compatible tool, replace drive and verify boot/data; preserve original until validated.",3.4,C045,https://www.kingston.com/en/blog/personal-storage/use-your-old-ssd-as-external-storage
C046,Printers,"A printer's own test page is normal, but PC jobs contain gibberish. The installed driver uses an unsupported print language. Which action addresses it?","A. Replace the fuser
B. Adjust the paper rollers
C. Install the correct supported driver
D. Shake the toner",C,C. Install the correct supported driver,The driver must produce a language the printer understands. A working internal page helps isolate the PC-to-printer rendering path.,"3.7, 5.6",C046,https://support.hp.com/ca-en/document/c03265802
C047,Computer hardware,"A desktop has no power. Its outlet and cord work, and supported PSU diagnostics report no proper output. Which component is implicated?","A. PSU
B. CPU
C. RAM
D. GPU",A,A. PSU,The diagnostic failure identifies the PSU. A working outlet alone would not rule out a motherboard or switch problem.,5.1,C047,https://www.dell.com/support/kbdoc/en-us/000125609/resolve-no-power-no-post-no-boot-or-no-video-issues-with-your-dell-computer
C048,Networking,A technician must trace an unlabeled copper network cable to its matching end in a wiring closet. Which tool is designed for this task?,"A. Cable tester
B. Loopback plug
C. Toner probe
D. Punchdown tool",C,C. Toner probe,A tone generator and probe help trace a cable. Use a model and procedure appropriate for the cable and whether the circuit is active.,2.8,C048,https://www.flukenetworks.com/datacom-cabling/copper-testing/IntelliTone-Pro-Toner-and-Probe
C049,Mobile devices,"A phone app has only approximate location permission, but the task requires supported precise positioning. Which setting should be checked first?","A. The app's supported precise-location/accuracy permissions
B. The wallpaper
C. The keyboard language
D. The speaker balance",A,A. The app's supported precise-location/accuracy permissions,Use the operating system's actual location controls. Visibility of satellite signals and the surrounding environment also affect accuracy.,1.3,C049,https://www.gps.gov/space-segment
C052,Cloud and virtualization,An IT technician is working on a help desk ticket concerning a user's inability to create a virtual machine. The technician has already checked the RAM and HDD space in the user's machine. Which of the following settings should the technician check NEXT to help troubleshoot the issue?,"A. BitLocker
B. MSConfig
C. BIOS
D. Secure Boot",C,C. BIOS,Check supported CPU virtualization enabled in UEFI/BIOS; VT-x/AMD-V differs from multithreading. The exact label varies. Intel VT-d concerns directed I/O and is not the same switch as VT-x. Confirm the CPU and hypervisor requirements before changing settings.,"4.1, 3.5",C052,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/host-hardware-requirements
C053,Printers,A business purchased a new multifunction printer that will be used to photocopy documents with hundreds of pages. A technician is configuring the printer. Which of the following features should the technician ensure is set up?,"A. SMB
B. PCL
C. ADF
D. SSH",C,C. ADF,ADF handles multi-page originals; verify capacity and duplex scanning support. It handles input pages. It is not the same as a printer's output duplexer. Check whether the particular ADF supports scanning both sides.,3.7,C053,https://support.hp.com/us-en/document/ish_2056394-2056383-16
C054,Mobile devices,"A traveler needs internet away from Wi-Fi where a cellular provider has coverage. Which supported laptop accessory, paired with an active service plan, provides it?","A. Cellular card
B. Wi-Fi extender
C. Bluetooth
D. GPS",A,A. Cellular card,"A cellular modem/card provides mobile data. GPS supplies positioning, and a Wi-Fi extender cannot create missing upstream internet.",1.3,C054,https://support.apple.com/en-us/111785
C055,Printers,"A department sends in a ticket to report a printer is not working. The responding technician sees paper stuck to the fuser, which is much hotter than normal. The (user was just installed a few weeks ago. as indicated by the service history. Which of the following should the technician do NEXT?","A. Disconnect the printer power for troubleshooting.
B. Install a printer roller kit.
C. Replace the overheating fuser.
D. Replace the paper with thicker paper stock.",A,A. Disconnect the printer power for troubleshooting.,"Take the printer out of service, disconnect power as directed and let the hot fuser cool before inspecting the jam. Do not touch hot components.",3.8,C055,https://h10032.www1.hp.com/ctg/Manual/c05786470.pdf
C056,Cloud and virtualization,A technician needs to increase the available RAM on a virtual workstation. Which of the following should the technician do?,"A. Increase the ECC memory timings in the BIOS.
B. Upgrade to the latest DDR5 modules.
C. Clear the temporary files on the workstation's boot drive.
D. Use a hypervisor to adjust the resource allocation.",D,D. Use a hypervisor to adjust the resource allocation.,Adjust guest allocation in hypervisor within host capacity; dynamic/hot-add support varies. Allocate resources for the actual workloads. Several guests can compete for the same physical hardware. More GHz or a larger SSD alone cannot prove a machine is the best VM host.,4.1,C056,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/host-hardware-requirements
C057,Cloud and virtualization,A company would like to take advantage of the cost savings of cloud computing by only paying for the resources used. Which of the following will BEST address this need?,"A. Shared resources
B. Rapid elasticity
C. Metered utilization
D. High availability",C,C. Metered utilization,"Measure usage and bill under actual service terms. Multi-tenancy means multiple customers use shared underlying infrastructure with logical separation. Keeping unnecessary capacity permanently allocated is overprovisioning, not the definition of elasticity.",4.2,C057,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
C058,Cloud and virtualization,An administrator chose a shared-tenant model for a cloud deployment. Which of the following is the MOST likely reason the administrator chose this model?,"A. Cost savings
B. Highly available
C. Dedicated hardware
D. Increased security",A,A. Cost savings,Sharing infrastructure can reduce cost; does not inherently improve security or guarantee availability.,4.2,C058,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
C059,Mobile devices,A supported touchscreen consistently selects a point beside the touch location. Its manual offers a calibration procedure. Which action should be tried?,"A. Calibrate the touch screen.
B. Reset the mobile device.
C. Replace the LED screen.
D. Update the mobile device.",A,A. Calibrate the touch screen.,Calibration corrects the coordinate mapping on supported devices. Persistent faults may require driver or hardware diagnosis.,"1.1, 5.4",C059,https://www.dell.com/support/kbdoc/en-us/000132121/how-to-troubleshoot-touchscreen-touch-panel-issues
C060,Cloud and virtualization,A virtual file server in the cloud is configured to automatically add compute resources during times of high load on the server. Which of the following describes this cloud feature?,"A. File synchronization
B. High availability
C. Rapid elasticity
D. Shared resources",C,C. Rapid elasticity,"Provision/release resources with changing load. Multi-tenancy means multiple customers use shared underlying infrastructure with logical separation. Keeping unnecessary capacity permanently allocated is overprovisioning, not the definition of elasticity.",4.2,C060,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
C062,Networking,A technician is assembling crimp-style RJ45 patch cords and verifying their wire maps. Which two tools fit those tasks? (Select TWO.),"A. Optical fiber tester
B. Scissors
C. Cable tester
D. Crimper
E. Coaxial cable
F. Screwdriver","C,D",C. Cable tester; D. Crimper,A crimper secures compatible plugs; a cable tester checks wiring. A basic wire-map pass is not full high-speed certification.,"2.8, 5.5",C062,https://www.flukenetworks.com/blog/cabling-chronicles/wire-map-testing-it-s-not-all-about-color
C063,Mobile devices,A laptop's trackpad and keys have risen and become hard to press. Inspection shows a swollen internal battery pressing upward. Which component explains the problem?,"A. Damaged digitizer
B. Swollen battery
C. Distended capacitors
D. Failed accelerometer",B,B. Swollen battery,The swelling can distort nearby input components. Stop charging and arrange approved battery service.,5.4,C063,https://www.dell.com/support/kbdoc/en-us/000128491/swollen-battery-information-and-guidance
C067,Cloud and virtualization,Which of the following describes the BEST use case for a client-side hypervisor?,"A. Let a developer test an application in several operating systems on one workstation.
B. Replace all resources in an exhausted data center.
C. Automatically allow multiple simultaneous users on every PC.
D. Guarantee cloud backup access during any internet outage.",A,A. Let a developer test an application in several operating systems on one workstation.,A client-side hypervisor runs virtual machines on a workstation. Separate guest operating systems let a developer test different environments without separate physical PCs.,4.1,C067,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/overview; https://docs.oracle.com/en/virtualization/virtualbox/7.1/user/Introduction.html
C069,Cloud and virtualization,A user uploads a file to a storage location that is accessible via a web browser and a client application. The user's coworkers can access the file as well. The service that the file is stored with is provided by a third party for a monthly fee. The third party's service is available to any business or consumer who would like to use the service. Which of the following BEST describes the type of service that is in use?,"A. Hybrid cloud
B. Infrastructure as a service
C. Public cloud
D. Private cloud",C,C. Public cloud,"Service offered for general consumer use is public cloud; data access remains controlled. Private describes exclusive use, not necessarily location or ownership. A private cloud can be run off-site by a third party. Public cloud does not mean every customer's stored files are public.",4.2,C069,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
C070,Wireless,Which listed standard is marketed as Wi-Fi 6 and supports efficient operation in 2.4 GHz and 5 GHz?,"A. 802.11a
B. 802.11 ax
C. 802.11b/g/n
D. 802.11n",B,B. 802.11 ax,802.11ax is Wi-Fi 6. Its label alone does not guarantee better range or reception in every environment.,2.2,C070,https://www.cisco.com/c/en/us/support/docs/wireless/catalyst-9166-series-access-points/220526-configure-and-verify-wi-fi-6e-band-opera.html; https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/technical-reference/wireless-rf-reference-guide.html
C071,Computer hardware,A laptop does not have any audio output from the built-in speakers. The Windows Device Manager shows a down arrow for the audio device. Which of the following will correct this audio issue?,"A. Replacing the speakers
B. Increasing the volume
C. Enabling the audio device
D. Updating the drive r",C,C. Enabling the audio device,Disabled audio device must be enabled if authorized; confirm selected output and driver state. A driver lets the OS communicate with hardware. Use the manufacturer or approved update source. A targeted rollback or supported update may help; replacing hardware without testing the software cause is premature.,5.1,C071,https://support.microsoft.com/en-us/windows/update-drivers-through-device-manager-in-windows-ec62f46c-ff14-c91d-eead-d7126dc1f7b6
C072,Wireless,"A user is unable to connect a mobile phone while in a car. However, a second mobile Device is able To connect in The same car, WHICH of the Following settings should the user check on the first phone?","A. Wi-Fi
B. Hotspot
C. Bluetooth
D. Location",C,C. Bluetooth,"Check enabled Bluetooth and correct pairing/profile. Pairing establishes the relationship between devices. Check power, distance, existing connections and compatibility if discovery fails. A Bluetooth keyboard does not need a Wi-Fi internet connection.","1.2, 1.3",C072,https://support.microsoft.com/en-us/windows/pair-a-bluetooth-device-in-windows-2be7b51f-6ae9-b757-a3b9-95ee40c3e242
C073,Computer hardware,A laptop's BitLocker deployment requires TPM-backed protection. Setup reports that the TPM is disabled in firmware. Which setting should be checked?,"A. Recorder the priority in Widows Boot Manager.
B. Check to make sure Secure Boot is turned on.
C. Ensure that the Trusted Platform Module enabled.
D. Verify that the latest updates are installed.",C,C. Ensure that the Trusted Platform Module enabled.,Enable the supported TPM according to the deployment procedure. BitLocker configurations vary; not all require the same protection method.,"3.5, 4.1",C073,https://learn.microsoft.com/en-us/windows/security/hardware-security/tpm/trusted-platform-module-overview; https://learn.microsoft.com/en-us/windows/security/operating-system-security/data-protection/bitlocker/recovery-overview
C075,Computer hardware,A gaming PC needs a compatible cooler. Testing shows a particular liquid-cooling kit meets its heat-load and noise targets better than the listed alternatives. Which option should be chosen?,"A. Upgrade the thermal paste.
B. Use a copper heat sink.
C. Upgrade the CPU fan.
D. Install liquid cooling.",D,D. Install liquid cooling.,"Use the measured, compatible cooling solution. Liquid cooling still has pumps and fans and is not automatically silent or superior.","3.5, 5.1",C075,https://www.dell.com/support/kbdoc/en-us/000130867/how-to-troubleshoot-a-overheating-shutdown-or-thermal-issue-on-a-dell-pc; https://www.intel.com/content/www/us/en/gaming/resources/how-to-apply-thermal-paste.html
C076,Computer hardware,A RAID 5 server boots slowly. Which next step checks the array's health without assuming that drives may be removed while powered?,"A. Ignore the controller because Windows started
B. Pull a disk immediately
C. Delete the array
D. Read the controller's status and event logs, using downtime only if its tools require it",D,"D. Read the controller's status and event logs, using downtime only if its tools require it","The controller identifies degraded or missing members. Lack of hot-swap support affects replacement, not every monitoring operation.",5.2,C076,https://downloads.dell.com/topicspdf/poweredge-rc-h740p_Users-Guide_en-us.pdf
C077,Wireless,"A service technician replaced the gateway, and a user is now unable to access the SOHO wireless network. Which of the following steps should the technician take to resolve the issue?","A. Assess the network cables for damage.
B. Disable Bluetooth connections.
C. Update the firmware.
D. Check if the password and SSID are correct",D,D. Check if the password and SSID are correct,"Match SSID, security mode and credentials after gateway/AP replacement. Use a strong passphrase and a separate guest network when needed. WEP and original WPA are obsolete protections. An SSID is the network name. Hiding it or filtering MAC addresses does not replace encryption and authentication.","2.6, 5.5",C077,https://support.apple.com/en-us/102766
C078,Computer hardware,A RAID controller reports 'member disk missing.' What should the technician verify before choosing a replacement?,"A. Only the desktop wallpaper
B. Only browser settings
C. The identified member's status, connections and controller logs
D. An unrelated printer driver",C,"C. The identified member's status, connections and controller logs",A missing member can reflect a disk or connection problem. The summary does not by itself prove a failed controller or identify every cause.,5.2,C078,https://downloads.dell.com/topicspdf/poweredge-rc-h740p_Users-Guide_en-us.pdf
C079,Mobile devices,Which of the following handles touch-screen operation on a mobile device?,"A. Stylus
B. Liquid crystal display
C. Processor
D. Digitizer",D,D. Digitizer,"Digitizer senses touch location. The digitizer turns touches into location data. Check supported calibration, driver and settings first. Inspect hardware and connections if appropriate. A working image does not prove the touch layer works, and not every screen supports manual calibration.","1.1, 5.4",C079,https://www.dell.com/support/kbdoc/en-us/000132121/how-to-troubleshoot-touchscreen-touch-panel-issues
